Review,Generated
Banana burger The first time Ive ever tasted something like this The meat patty drowned in all the extra stuff lettuce tomato mayo corn perfectly cooked sweet plantains between two soft flaky buns It was kind of a mess but it tasted really amazing Devoured in minutes Cheap prices and a lot of other types of burgers and Brazilian foods Tried the sweet Pomonha and that was corn heaven  The place is smallcozy They should expand The service was very friendly also Def coming back for more,1
I think this place is overrated I dont understand why its always packed Their avocado toast was good but I didnt think their couscous was amazing like everyone says I rather go across the street and go to cafe habana any day,1
One of the best meals Ive had in the city so far Came here for dinner and it was great  Food  we tried the Smoked Salmon Galette Black Label Burger and the Pasta Za Za All were DELICIOUS The portions were pretty big and very filling In terms of pricing 28 definitely seems like a lot for a burger but it was cooked perfectly and came with a huge mound of fries  Service  in general the service was good Our waiter seemed less than enthusiastic but he was attentive and came by often to check on us  Atmosphere  the place is pretty big with tables right next to the bar in the entrance and a bigger seating area in the back For dinner the lighting was very dimly lit a nice spot for a intimate dinner but it also felt like there was a lot going on so it wasnt quiet Overall Great food Definitely a must try especially if youre a burger connoisseur,1
I randomly walked by this brand new family owned Italian deli on ninth avenue and I was drawn right in The staff was very friendly and couldnt be more accommodating We tried a couple of paninis and they were really great I definitely recommend VIP The prosciutto was fresh and great and mozzarella was probably the best Ive ever had  Its also BYOB,1
Had our table ready Made reservation via email through their website No response so I called Lovely interior and very nice outdoor area to eat Service is good Food is good Wouldnt come back so fast Ac broken but its ok Unfortunately air doesnt flow inside They were accommodating as far as nut allergies go removing pistachios and sunflower seeds Fusilli needed flavor Broccolo and margherita pizzas were flavorful Chicken was good too Butalmost 200 for Dinner for 4 with 1 bottle of wine and no dessert is a little pricey,1
This was pretty good some of the things I liked in this book wereThe writing style is so good The characters are believable and the story flows so well,0
Items selected White Chocolate Raspberry Bread Pudding Chicken and Waffles  Cheddar Tabasco Waffle Crispy Sage Grilled Lemon Chili Butter and Maple Jus Croissant French Toast with Fresh Berries Mascarpone Cream Toasted Almond Crumble With my sister intentionally neglecting to suffer the lines at Dominique Ansel the decision was made to meet up at 247 Chelsea hotspot Cafeteria for breakfast and although Id admittedly heard some mixed things about service versus scene our visit really could not have been more pleasant the atmosphere light the service jovial and the food featuring fun takes on American comfort foods with everything from pancakes and French toast to steaks and burgers to the complete dessert menu available all day and all night Perhaps benefitting from an 8am shift change when both kitchen and front of house were fresh with servers zipping around the halffilled room it would be a matter of moments after taking a seat in a cozy back corner before Jorge visited our table and with a bit of chatter about daily specials menus were presented decisions came by with some difficulty as several options looked tempting and orders were placed  the food arriving fifteen minutes later while my sister and I watched the fashionable foot traffic on 7th Avenue Happy to indulge especially at breakfast but with an eye on both lunch and dinner it was with some restraint that we opted to limit the order to two plates and one dessert sticking to the tried and true we were well rewarded as all three items shined the croissant French toast a buttery dayold saturated through with eggy custard the chicken and waffles defiantly spicy and enormous with the syrup and lemon proving an ample foil and the bread pudding smooth and decadent crowned with ice cream even at 9am,1
Good story I truly enjoyed it and the characters I will definitely read more from this author I read this book in the last few days and have enjoyed it The characters are well written and well developed,0
Possibly the worst restaurant service Ive ever encountered Food reviews should give a boost to the restaurant however this restaurant deserves only one star because the food was good About two weeks ago my friends and I were out in the city and we were looking for a good place to eat As an iPhone user I used my Yelp application to look for a good yet affordable restaurant in Chinatown Unfortunately I happen to only look at the good reviews the ones that praise this restaurant Do not be fooled everyone After hours of walking in the city in 90 degree weather we had finally arrived at the destination following the GPS device One hostess gave us a ticket to wait in line We asked how long we would have to wait and she replied 15 minutes We thought to ourselves oh 15 minutes isnt so bad right Because we couldnt handle the heat some of us went into the bubble tea shop next door Luckily the air condition was on blast in this place We also found out that they do not accept credit card Oh bummer 30 minutes had passed by Still no sign of the hostess telling us that its our turn to be seated Strangely some people who came after us were getting seated before us We were confused We asked whats going on She gave us the dirtiest look and told us that the people were done eating but were talking and not leaving the restaurant Finally we were seated And what do we see We were sitting with four strangers First we thought it was four people who came in together but later we found out that they were two separate couples They also take the wrong order and expect you to just take the food and eat it We ordered a pork dish but that did not come out instead it was just general tsos dish I must say the pork buns were good All in all I believe that this place is mainly known for tourists who do not know the city well Here are some things to be wary of 1 Remember to have enough cash because 90 of restaurant in Chinatown do not accept credit cards There are ATMs nearby the area 2 Dont expect to be treated like an actual customer The waiters are very rude and hostile They just want to order everything for you by mistaking your orders 3 Be open to eat at the same table with strangers,1
This review is based on my experiences ordering takeout from SuzyQues This was the third time my wife and I got takeout here and sadly it will be the last To start their online menu clearly states that cornbread is included with all entrees The first time we got takeout they did not give us any cornbread at all The second time I made a comment about it when I ordered and they made sure to give us some This third time I brought our food home expecting cornbread only to find a single tiny cornbread muffin dry and smaller than a cupcake Just ONE muffin and we had ordered two entrees Is this a joke That would be forgivable if the entrees themselves were amazing But this time everything was just disappointing Baby back ribs were charred and tough and the pork sausage was also dry All in all the food was a huge let down After three tries Ive come to the conclusion that SuzyQues does not care much about quality or consistancy in their offerings and so we will be looking elsewhere next time we are in the mood for BBQ,0
Love The Boil I have to make the effort to come through here if Im in NYC The special boil sauce on everything You wont regret it,1
I was promised a long term job  instead I was hired off the books to help clean up and do the dirty work for the grand opening of stickys new location at 33rd st  and ultimately because I was never called back in for work or even when I made several attempts to contact the owner and he blatantly ignored my messages  I had to withdraw from college and begin career searching ASAP  Mean while the owner posts on Facebook thats there are positions available  Ive never made an error Ive always shown up to work on time and ready to work  there were no reasons to why I was fired if thats even whats that called  if your gonna lay me off at least have the decency to let me know  I got bills just like everyone else and needs just like everyone else  I dont understand how cruel you have to be  to be able to promise a position to some one and have them do the hard labor then ignore them and hire new people  Im sorry but you guys lost me as a customer and supporter ,1
Subject RUDE Customer Service We ate at the Tick Tock Diner with friends after travelling to New Jersey the night before to catch a show It was a getaway weekend so we wanted to look for fun places to eat We found the Tick Tock online and chose it based on the menu a thumbs up from the Food Network and its supposed local fame My friend had a few good options to consider as far as what to order She finally decided on the potato pancakes at 8 a plate because thats something she really loves and after hearing what she had about the place she was excited to get them What she was served however was 4 suspiciously uniform glorified hashbrowns with a big glob of sour cream in the middle and a small even for a condiment sized applesauce She was disappointed to say the least Look the rest of our food was pretty good and she quietly ate some accompaniments she had ordered and decided not to send them back When we were finishing she did however decide to call over a managerlike gentleman and explained the difference between the experience she expected and the one she received He basically stared at her with a blank  irritated look on his face and uttered a few comments aimed at dismissing her He quietly but defensively insisted that her take on the meal was wrong Knowing her she probably would have been satisfied with a simple apology which she never got  I realize that this is only a note on one of their menu choices but it doesnt give me confidence in the rest of the menu especially considering the lackluster attitudedriven way this item was defended by the management If Im ever in the clifton NJ area again Im going to avoid The Tick Tock Diner,0
Nice small restaurant that is quite warm Everyone raves about the burgers here but I came and had the pork confit enchiladas That was a pleasant surprise I didnt expect this dish to be spicy but it surely was I usually dont enjoy eating when Im sweating but the enchiladas were too good to stop The onion rings here were too fried for my taste I will come back and try the burger next time around,1
This is a great Adidas product The quality is good and the construction is solid I would recommend this product  The fit is perfect and the fit is great  I would definitely recommend this product to anyone  I would recommend it for anyone with an average sizeI bought this to replace the one I had when I lost my phone and it was a little uncomfortable I didnt want to spend the money on another one However it was perfect for me I used it to replace my original phone but I felt the phone was too small I was worried that it would break in So I used it again,0
4 chicken wrap I literally havent had anything else aside from the falafel because I love the wrap so much Nice guys and fairly quick service lines can get long at peak meal times Eat here,1
Stumbled into this place when back in the old hood for a funeral Wow Excellent food service etc The goulash was amazing authentic and filling Will def try and return,1
OK 2nd tim eout after everything calmed down with the grand opening andEhjust eh I understand the hype surrounding the big name and the hype in Univ City when it opened but getting straight to the facts of how the food tasted it just wasnt that great It was an OK burger tried fries this time out and for me the sweet potato fries were really bad although in fairness my wife liked them Last thing was the milkshake it came in a small glass no more then 12 oz and cost 5 3 sips and that baby was gone I agree with others go to 5 guys for a better more filling experience,0
Jai got hier soir la soupe de champignons les asperges aux amandes ainsi que les ctes dagneau le tout accompagn dun excellent Riesling Absolument fabuleux Lambiance est chaleureuse et le service impeccable Trs agrable faon de clbrer Bastille day Merci,0
I liked this place Service was really good Beer selection was good and reasonably priced Had a Vodka Pie that rivaled others on the island Spinach salad was pretty good too No complaints if Im in the area Id go back for sure,1
We live nearby this place and the mister had been bugging me to try it so we decided to enjoy this weekend of awesome weather and went for lunch One of our friends had dined here 3 times in 1 week so we had high hopes FOOD  kebab combination of lamb chicken and beef the lamb 3 pieces was cooked to a tender medium and was not overly gamey The chicken 2 pieces was what you would expect a chicken kebab to taste like however it was slightly dry The beef kebab 3 pieces was the least exciting as it was dry and did not have a broad spice profile like other kebabs weve had at other places The portion size did not justify the 17 price tag though  spinach rice tasted great but not memorable  eggplant seemed like it was all the rage on Yelp so my mister got it and enjoyed it I didnt try it not a fan but I must say the presentation was beautiful  mantoo the tender dumplings were wellstuffed with tasty meat and the skin of the dumplings were the right balance of chewy and tender The sauce complimented the dish very well  table bread some kind of a whole wheat flat bread that reminded me of a toasted bagel thin  slightly sweet the outside was lightly toasted and crunchy but the inside was soft and fluffy SO DELICIOUS  Eat it while its still warm or else it will get soggy  we got a Fish  Chips entree which was featured as one of the specials  the trout was perfectly fried and tasty The skin was crispy and the fish was flaky I was SO excited to eat the fries after having read a review here that it was the best fries in CT  but I was so disappointed to see soggy friends with some kind of cajunesque spice powder on it The fries were cut by hand I think so I appreciate the fresh potatoes  but the terrible knife work created fries that were nearly flat on one edge and super thick at the other This resulted in uneven cooking during the frying process and I found the fries to be pretty terrible This dish also comes with a forgettable salad AMBIANCE Its really exotic and decorated very well I agree with other reviews that you feel like you are transported to another place Beautiful rugs and decor everywhere There was a small stage in the upstairs area that may be for live music at night SERVICE Our server was working alone and was managing about 3 tables Yet she did not refill our waters even when coming back to our table to give us the additional bread we had requested  PARKING We parked right outside in one of the meters  lunch for 2 of us took 1 hour so we were glad we put in a dollar into the meters VALUE Aside from the combination kebab place most of the lunch menus entree items are about 10 or less which is great,1
One of my favorites Great service great food great atmosphere Shared many different dishes as they are on the smaller side but well worth the cost The roasted chicken was amazing Perfect balance of moistness and crispness The mushrooms were amazing with the fried egg on top and the tagliatelle in the bolognese sauce was to die for Also had the beef carpaccio and my boyfriend loved it but I was not a fan of the crunch and the gnocchi wasnt bad either For dessert we had the olive oil cake which was fantastic as well as a pavlova that was melt in your mouth delicious Highly recommend this spot to anyone looking for a nice unique Italian experience,1
Excellent Authentic Dosas with proper chutneys and Samber  nicest Ive had in a while,1
Food was terrible wouldnt be surprised if there was no stove in the kitchen just microwaves Bar was Definitely over capacity no one was checking IDs and the older male manager was the most embarrassing unpleasant and very unprofessional This place really deserves zero stars,0
Had the moqueca pao de quiejo strawberry caipirinha eggplant dip flan oink oink All were delicious and Ive had a LOT of Brazilian food Also enjoyed the music mix playing and the ambiance para bens,1
I could seriously eat myself to death here Thank god I dont live in the East Village because I dont think I would have the selfcontrol to stay away Id be in there every day like Rosemary mayo Why Ive never tried that one before Ill just have a little cone And so it would go until Im 400 lbs And happy In short fries  mayo  orgasm Enjoy people Enjoy way too much,1
We stopped in here for a quick bite while waiting for a friend to join us for dinner somewhere else I know a snack before dinnerLEAVE US ALONE Anyway the snack was delicious Im not a fan of soft cheeses but I was all over this ricotta So good I hope to return very soon to try one of those amazinglooking flatbreads I salivated over,1
I stopped in on a random weekend one night for some late night pizza to be welcomed and offered food and drinks right off the bat Good start The oven pizza was kicking out some great pies I went with the bbq chicken Perfect It seemed that were was a upstairs for more dinning but I didnt get a chance to snoop This place has a great bar with plenty of poison for your liking Our server was very nice and made me want to come back soon Which I will have no problem doing hopefully sooner then later Service and personality is big in this business and this place has it down,1
I usually wouldnt stray too far off of Steinway for food but I was feeling especially yuppish after a session of yoga nearby so I figured why not finish the night off with a meal at Il Bambino The Yelp reviews were terrific and sure enough when I walked in almost every table had a couple with a bottle of wine on their table And I had originally thought this was just a sandwich place  The Fontina panini and the Artichoke panini were delicious Its one of those melt in your mouth comfort food experiences like mac and cheese I knew there were only like 23 ingredients inside but their unique combination and quality are what make them stand out,1
35 stars Good homemade pasta served al dente Sauces are all flavorful  I had the Fettucini with Salmon and the fish was cooked perfectly Second fave was Orechiette with sausage mushrooms in garlic wine sauce Seafood Risotto had lotsa of fresh seafood but the risotto part was lackluster favorless and the rice was too hard Noisy homestyle BYO Solid,1
Sit at the counter Its fun to watch  Eat the burger Use the chipotle mayo Be happy,1
Best value for delicious pasta Lots of fresh veggies and veggie options Yummy marinara,1
All too often I walk out of places thinking that meal was okay but definitely not worth the price On some occasions I say that was pretty good I didnt mind paying that Very very rarely can one say that the quality of a meal far exceeds the price you pay for it This was my experience at go go curry Some friends and I were looking for a quick meal by my job before a movie From the moment I walked in until the last lick of curry on my plate everything was absolutely perfect My friend and I were feeling ambitious and decided to share the grand slam Every morsel of and every grain of rice was so delicious and we feasted for the low price of about 675 each including tax Walking out of the restaurant I was in some kind of daze and when the little automated speaker over the door yelled out konnichiwa as we stepped out I was in absolute euphoria Ill definitely be visiting again,1
OMG This is what Clinton St Banana walnut pancakes do to you  talking in emoticons because full words do not even express how deliciously heavenly the pancakes taste YUM Yesterday was my longawaited return to Clinton St Its been 3 years since I have had the best breakfast in the world here and I had the perfect occasion to eat here with out of town guests wanting to be wowed My out of town guests are from sunny Florida where the idea of waiting for more than 15 minutes to eat a restaurant is absurd and rightly so So it took a lot of convincing to make them wait nearly 2 hours for brunch Thankfully the weather was sunny enough to stroll around the neighborhood but there were more than a few times when I had to lure them away from going to another restaurant The host was a really friendly guy who kept a friendly attitude despite all the hungry people waiting outside in hunger When we finally got seated my guests were instantly pleased with the freshsqueezed orange juice and grapefruit juice We decided to share our meals We ordered the bananawalnut pancakes divino salmon scramble absolutely delicious brioche french toast and spanish scramble along with sugar dipped bacon I never was so focused on stuffing my face and licking my plate clean I was determined to eat my entire meal because its simply too delicious to throw it away I havent enjoyed such a meal like that for awhile I am sure part of it is the hunger I experienced for waiting about 2 hours for food but the sunny relaxed atmosphere in the restaurant and the ffood makes this place a great choice when youre not in a rush,1
Beautiful restaurant with great potential The food is decent but the Irish menu does not match the Victorian theme Also the dance club style music does not match any part of the dining ambiance this is an easy fix by the mangers and staff Another job for the manager is to discuss customer service to their staff The waitress was not rude but seemed very spaced out and unknowledgeable about menu items After a 50 minute dining experience the waitress never refilled our drinks asked about our meal or gave us silverware for all 4 guests We ended up sharing forks and napkins Overall we revisited this restaurant because of the beautiful atmosphere but have had terrible service every time For a restaurant with such potential I hope that the managerowner can clean up the untrained staff,1
Giving this new gastropub 3 stars based only upon the drinks and the venue  I have not tried out the food yet We hit this place up sometime in late October The venue was pretty cool when entering kinda lounge like airy with tall vaulted ceilings The space is huge and its nice to see this Lackawanna terminal building finally get something done with The wine list is pretty awesome They had Caduceus wine from Arizona so that sold me  We met the owner and the manager who were both down to earth and provided good hospitality with plenty of insight on what there trying to do with Pig and Prince I glanced at the menu and they did have some stand out stuff that Id try sometime However the prices were a bit over the top for a gastropub so Ive yet to go back and try the food However a sleek interior good wine craft beers and great company kept us all till closing that evening so it was an enjoyable first time at the Pig  Prince Ill make a stop there again sometime,1
Im surprised by all the reviews The quality is good but Im not sure how well they will hold up The plastic parts are also not as good as the plastic parts but its okay Its not a big deal If it holds up to some abuse Ill buy another one for another house Im not sure if it will hold up to the,0
Have eaten here on several occasions and all of the food is topnotch The wait can get long and the bill can get steep It is Midtown after all though Highly recommend the wasabi shumai and the hamachi collar,1
I dont what everyone is talking about I just ordered a veggie burrito which i requested with guac and sour creme For some reason it ended up being 10 dollars and managed to be one of the most tasteless burritos Ive had Their tacos arent bad Ive had them before but dont compare to those at Veracruzana and even the newly installed taco truck at 8th and washington This is glorified cafeteria food glorified in that they make an effort to provide veg dishes and allow you to order online,1
Tinks is an awesome place for small plates My friend and I each ordered a small plate of our own then split one and we were content I ordered the Pretzel Crusted Fried Chicken and we split the Quaky Tots  both really good Tinks also had a really fun selection of American craft beer Tinks is a small place but my friend and I didnt have any trouble getting seated It was actually very dead during the week at least  we were the only ones in there The server was nice but left us alone to the point where it felt like we were the only ones in the restaurant Nothing wrong with that though,1
Awful service Food came out tainted with plastic and spoiled ceasar dressing on different occassions  Never going back Owner didnt care and was put off by the fact we were upset,1
Okay so first you have to ask yourself Self What kind of brunch do I want today If your answer is boozy latin sangria brunch without much concern for classic brunch food or other drink options then this is the place for you Heres the deal you order something on their brunch menu prices range from 1218 and you get free unlimited access to their EXTENSIVE selection of Sangria Pretty fantastic The brunch menu isnt very extensive mostly just classic Latin dishes with scrambled eggs thrown in for brunchyness but the burrito I had was pretty good The sangria selection on the other hand is much more exciting Basically theres a table with six or seven different kinds of sangria for you to choose from and you can pour yourself as many different glasses as youd like The venue is also really nice Very high ceilings lots of space and there are booths and tables available Theres a lounge and bar in the front and then a large dining room in the back Make reservations if possible though as its apparently gotten more popular recently The only reason Im giving it four stars instead of five is that the sangria isnt delicious Its okay but its definitely not the best Mine was kind of watery and flavorless That said its practically FREE soyeah Im not complaining,1
DEEELLICCCIOUS Best square slice of pizza I have had yet  And we didnt have to wait that long Most of the line is waiting for a regular slice  So if you are in a hurry or dont feel like waiting  the square slice is AMAZING I would however enjoy a spot to sit and eat it or even just a little more room to stand and a drink on They should think about putting high boys high bistro table both inside and outside This place is a true Italian pizzeria The father is the ONLY one that is allowed to make the pizza I almost feel a little bad for the son thats takes orders when does he get his time to shine Yum yum My mouth is watering just thinking of it,1
We arrived at the place around 630pm and waited for nearly an hour to be seated The ramen joint is small most customers are seated at the kitchen bar and there are a few tables in the back The restaurant received an A from the department of health Since I received a food protection license I have been aware of whats right or wrong in the kitchen Not everyone follows the regulations We ordered the Avo Tuna I really like how the ingredients played out Only if the chefs add less soy sauce it could have been perfect Im still thinking whats the crunchy stuff on the top of the tuna I ordered chicken paitan ramen while my boyfriend had the spicy ramen I found my ramen to be very creamy but the sliced pork was juicy When I tried my boyfriends ramen you can taste the spiciness and the powder He also found the ramen to be creamy too At the end my stomach didnt feel that well Im lactose intolerant I wonder if the creaminess is milk,1
I liked this place Why food tasty and fresh prices reasonable and food served quickly I had breakfast there recently on a Saturday and the place was bopping Theres a big selection other than just something on a bagel You place your order and then the food is brought over to your table I will be back,1
This has to be one of the best places to get a great breakfast The first thing you notice is that it is very very clean It makes you feel comfortable when you sit down to eat Also you can see the staff preparing the food which is a huge plus in my book Their menu isnt insanely huge or confusing Its straight up breakfast with a few kicks and quirks and thats it Whatever you get add the Turkish sausage I saw it mentioned here on a few reviews and for good reason Its THE thing to try if youre here for the first time,0
Cheeseburger is still excellent but dont get the sushi It just isnt that good Ever since they closed their standalone sushi place the quality of the sushi has gone downhill and detracted from my overall Blue Ribbon experience,1
Was visiting NY and my friend took me out to dinner here for my birthday The wine is very good here The waiters were having a bad night though I think as they almost spilled food all over me but it didnt get me The owner seemed really stressed honestly but she was trying her best The food was pretty good Very Italian like pizza The calzone was probably what I liked better though,1
Blech I live around the corner and I really like middle eastern food so I keep coming here hoping that it will be good this time  Alas my hopes are once again dashed by tasteless greasy falafel and kofta drowned in tahini,1
On the NorthWestern edge of Brooklyn in Green Point lies a hidden notyetwellknown restaurant The passion and dedication of its owner Thomaso a first generation Italian immigrant is seen smelled tasted and felt in every corner on every surface and in every dish Family recipes passed down through time find their way onto the menu and warms the soul with each bite Its a magical place With an understated panache Milk and Roses woos you when you first walk in But its Thomasos spirit embodied in his selfdescribed decrepit interior and infused into the dishes such as the prawn risotto octopus and shellfish soup or redwine poached pear dessert that leaves you wishing the clock didnt say closing time As the jazz playlist fades into the shadows of Manhattans lights and the last few notes of Cynar dance across your tongue Milk and Roses reminds you that this city is built on the hopes of immigrants and dreamers alike and once inawhile one of their stars shines extra bright,0
What a fantastic place The food for brunch and dinner is amazing We went here the first time for Saturday breakfast yes not brunchit was 9 when we arrived since I looked up that theyre open 24 hours on weekend The meal was lovely and our party of 4 enjoyed every bite I especially loved the pumpkin pancakes and hummus option  it was a nice change to the usual breakfast menu After such a great breakfast experience my bf and I decided to check them out a few weeks later for their dinner menu That def exceeded my expectations He had the falafel platter and I went with the sesame Salmon Both dishes we amazing The falafels were perfectly crunchy as well as nongreasy on the outside and very moist on the inside As for the Salmon I was in heaven It was not overcooked and came with such a beautifully tasty assortment of veggies This place is absolutely a solid dining option in the East Village,1
What a fantastic experience We have frequented many of the best restaurants in Philadelphia and the surrounding suburbs and I must say that this was probably one of the best dining experiences The food  exceptional Try the tenderloin the frommage on toast grilled romaine pepper caulifloweron and on Service was impeccable Great wine and an even better mojita The ownermanager checked on most of the tables while we were there asking for anything that could be tweaked I could not think of anything for him to improve,1
A diamond in the rough Meatballs and Brew is in the old Flynns location Parking can be a little difficult on the street but the municipal lot behind the Waiting Room is very close by  The bar area is shaped like a capital L with flat screen TVs very well placed to catch all the sports action We have come here twice now and both times sat at the bar The first visit the bartender was good but may not have communicated the happy hour specials clear enough to us She said all drafts were 1 off but the bill said the drafts were 6 so that means they were initially 7 That didnt seem right When we ordered food husband had the Spicy Pork Meatball Hero with Parmesean Cheese Sauce and Provolone Cheese and fries for 10 It was about an 8 inch long sandwich with 4 meatballs and he enjoyed it I had sliders for 3 each I tried the beef spicy pork and chicken with different sauces Everything was between just fine and good Nothing extraordinary The other time we came back we only came for drinks and the vibe was pretty depressing Local musicians were taking turns playing sets and the guy we heard played really slow mournful tunes We came for the Halloween party so this was confusing and not the scene we expected So heres the truth The meatballs and sauces arent anything amazing but they are good Just nothing incredibly special Being that this place is all about meatballs youd expect them to be out of this world We will give this place another shot and just hope not to wind up there for slow depressing live music night,1
I feel like theres a lot of hype around this place but it doesnt seem to live up Ive gone maybe 5 times in the last 15 months I love the mango mojito They have flights of mojitos as a happy hour special one day a week that was probably my favorite experience here I love mexican food but i felt like the chicken was usually kind of bland The chicken fajitas have an ok flavor but it seems like they grill a chicken breast and then cut it up instead of cutting it up and then cooking it The chips are yummy Rice and black beans are decent Guacamole is good But its just lacking some sort ofpizazz,1
Fear not savoryphiles this is NOT just a bakery serving up cupcakes and croissants and the like This IS an amazing little eatery serving up Central Asian Uzbek fare like lamb pilaf lamb or mushroom samosas tiny veal dumplings with ginger scallion sauce and extra broth and lagman Now it is a bit of a trek from Downtown We drove in and entered the McGinley Square neighborhood a veritable melting pot of so many cultures I felt like I was in such a different Jersey City  one even more diverse if you can imagine it Tucked in with neat rowhouses was Honey Bakery a tiny little oasis of charm and delectable treats There were only 3 tiny tables inside and 2 outside The owner and chef rolled out a huge pumpkin samosa for us on the spot  flaky crunchy crust NOT fatty and savory pumpkin flavor inside The lamb pilaf was TO DIE FOR  loaded with subtle roasted cumin flavor studded with cumin seeds succulent bits of lamb carrots onions and simply amazing This is the standout dish for sure We liked it so much we ended up trying the veggie pilaf too  which is great but not as flavorful as the lamb one  Lastly we rounded out this adventure into Central Asia with the mini veal dumplings  15 or 20 to an order they were like little tortellini filled with meat ginger and subtle Asian spices All of this for less than 20 We were bursting at the seams As an added bonus the fresh grocer nearby was selling AMAZING produce at even more amazing prices I got 8 small nectarines for 1 And they were tart sweet juicy and perfect,1
i should change my last meal on yelp to be anything from cafe habana because if i was hit by a crazy cab driver and killed after walking out of this joint i would die happy the corn of course is phenomenal i cant say enough about that i had the tostones recently and they are great  almost as good as my beloved orinoco in the south end in boston the drinks are also great and make up for the annoying as hell wait ive gone there are varying times of the day and i have always always always had to wait the service can be a little iffy too mostly because the waitresses are too busy looking beautiful to actually hustle your food out of the kitchen,1
So Im not one to be excited about a tourist trap I had seen the reviews the lines and it really is all about location location location Nestled in between all the major theaters its a prime spot for beforeafter a play We came out of our play late in the evening and we were starved We decided we would wait and experience Jrs for ourselves The wait wasnt terrible it was almost 11pm so any wait is a nusance when you are starved and exhausted but it was less than expected and the staff was very nice The tables are cramped but the noise level wasnt bad at all The decor is fun and intersting and it helped as we waited The server brought us complimentary coleslaw and pickles and beets with onions WONDERFUL If you arent used to that kind of thing it sounds weird but just trust me  try it We got the potatoe latkes because you have to that were as big as our heads and each of our meals were hardy and tasty including the lowly grilled american cheese sandwich with french fries  a classic The black and white cookies were some of the best we have had and we have had our share and my rugelach well they were fabulous and there were many of them so I had them over the course of several days Our server was friendly attentive and very nice He smiled and was friendlier to us after midnight than most servers to can muster at a more normal time of the day Im glad we went  it was a necessary experience As expected it was very pricy but the quality of the food and amount of it made it feel worthwhile,1
ordered food before 730 it FINALLY came at 9 pm Called several times they didnt really care we were waiting so long We were just told it was busy and food was coming out Never again will I order from here definitely not worth it or their rude and very long delivery service especially since I live less then 5 min away food was just okay nothing special or worth the wait,1
This is a great cafe Friendly lowkey great coffee and bagel sandwiches They love kids here and dogs Its everything thats good about the Italian Market without any of the bad Love this place,1
Tastes good but their tzatziki is ranch,1
This book is so helpful As I writer I can defiantly say this book helped me learn new ways and tips about how to do it right in kindle publishing and not less important how to enjoy it I read many books about this topic and still this book has thought me so many new things that are helpful for me as a writer I will recommend this book to all my fellow writers Its a real treasure,1
Simply amazing For the record Im generally lazy so i eat out often and Im kind of a snarky ahole when it comes to restaurant management concept execution i was in the biz It doesnt bother me to say that this place nailed it From the moment I stumbled in until I signed the tab everything was flawless even the annoying hipsters werent so annoying probably because they were feeding My hat is off to the owner creator You bastard I wish I owned it Oh well I was expecting an Italian type of joint but it really is a menu built around the mighty meaty deliciously oily meatball Meatwad fans rejoice Never being here before I looked around the room to get some ideas I was hungry I got a Hero and a Naked balls with mushroom gravy The hero came with a small tasty salad too so thats a point in the healthy column We dont so much count the 3000 calories of bourbon we just drank Thats an off ledger entry The Naked balls with mushroom gravy was the six sigma event There are foods created by masters to be enjoyed by experts so that they can talk about how wonderful they all are however much like a brilliant rainbow kissing a Kansas landscape of freshly watered sunflowers mortals enjoy the spectacle perhaps forbiddingly Each meaty mushroom bite was accompanied by a slight Sorcerers Apprentice vibe Der Zauberlehrling Buttery meaty mushroomy deliriously greasy whatever the adjective you will join the choirs to sing praise of this Meatball Mushroom gift Since I live so far uptown I ordered some meatballs to go for lunch the following day Everything was packed to perfection even the forks were heavy duty not that wimpy mouth cutting Chinese take out crap,1
I hate waiting for food but I make an exception for this place Best ramen in NYC,1
Pretty restaurant with mediocre overpriced foodSmall portions that embarrassed me and my group Will go elsewhere next time when I want a good meal,0
I loved the pizza I could eat it all day long The house margarita pizza is perfect Great sauce and cheese,1
Oh my God The BEST BEST BEST food of any kind anywhere Five star quality food Best hummus anywhere in North America I defy you to find better falafel anywhere on the planet including Lebanon The falafel are amazingly fresh and crunchy and not a bit greasy The chicken is cooked with world class flavors The homemade baklava is to die for Dont miss the mjudara the vegetarian kibbeh the kibbeh kabobs and THE SOUP It seems about half their business is take out so call pick up and eat a truly home cooked meal in your home People I know whove been to Lebanese restaurants all over the world make their way back to Headquarters in North Brunswick NJ Do not pass it up BYOB BTW there are multiple choices for Lebanese food in the area This is not meant to be a fine dining experience There is no bar no wine list longer than the food menu no private room But the food here the FOOD is absolutely unmatchable And while not cheap is less than half the price you would spend elsewhere And again BYOB I agree with others that the friendly but less than stellar service is part of the homey ambiance of this place If you are in a hurry call well ahead for take out,1
These are great cheap sunglasses for cycling They fit well with good wraparound coverage Rubber grips on the earpieces keep them firmly in place whether on my head or stuck into my helmet The fact that they are so cheap means I dont care if they get damaged or lost so far not yet,1
Never had better tasting Misobased ramen besides Japan of course I hate to say this but I like it better than Momofuku Noodle,1
Went here with my friend again last night its still awesome I dont get here often because I live almost thirty minutes away but it is well worth the trip every time Everything on the menu is good I really love the Kadu Sombosas the qabuli palow and pretty much everything else My friend tried the Hookah and loved it The chai is wonderful especially on a cold like last night The decorations have changed since last time I have been there and I think it looks a lot nicer The service was friendly and attentive as always,1
